, name,album,artist,release_date,length,popularity,dancebility,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,playlist_date
0,Charles Jr.,Força Bruta,Jorge Ben Jor,1970-01-01,368560,7,0.527,0.548,0.301,0.000256,0.59,-15.395,0.0563,105.154,4,2021-09-13
1,B'nD,Jassbusters,Connan Mockasin,2018-10-12,216588,31,0.628,0.871,0.251,0.712,0.0952,-16.127,0.0479,101.533,4,2021-09-13
2,Whatsapp,Sen Am,Duval Timothy,2017-10-27,161366,35,0.883,0.58,0.0871,0.0,0.0919,-15.594,0.162,95.228,4,2021-09-13
3,Colors of the Rainbow,Visions of a New World,Lonnie Liston Smith,1975-07-27,231066,26,0.357,0.198,0.309,2.08e-05,0.109,-14.01,0.0334,126.407,4,2021-09-13
4,"Thatcherie (from ""Inner Space"")",Inner Space: The Lost Film Music of Sven Libaek,Sven Libaek,2006-09-09,180373,32,0.791,0.535,0.386,0.967,0.0927,-18.235,0.0336,81.585,4,2021-09-13
5,Cascavel,Viralata,Antonio Adolfo,2010-11-17,176426,32,0.793,0.54,0.685,0.932,0.167,-10.931,0.0437,179.187,4,2021-09-13
6,On Love,On Love,David T. Walker,1976,298706,35,0.88,0.416,0.3,0.593,0.0701,-17.09,0.045,146.958,4,2021-09-13
7,Summertime Breeze,"Sceneries Not Songs, Volume 1",Larry Heard,1994-03-01,464066,37,0.00945,0.756,0.468,0.904,0.142,-11.698,0.0455,99.007,4,2021-09-13
8,Love Is Love,Flying Start,Blackbyrds,1974-11-01,286920,28,0.00132,0.489,0.538,0.751,0.183,-14.531,0.025,96.765,4,2021-09-13
9,Shut the Door,Saâda Bonaire,Saâda Bonaire,2013-11-12,311426,40,0.678,0.763,0.717,0.0963,0.051,-8.055,0.0817,92.401,4,2021-09-13
10,Pick Up the Pieces,Back to Rhythm,石川 晶,1975-06-25,285280,37,0.00568,0.71,0.788,0.34,0.0191,-8.54,0.0334,107.093,4,2021-09-13
11,Yume Dewa,Kakashi,Yasuaki Shimizu,1982,288506,34,0.0144,0.447,0.424,0.508,0.0997,-13.017,0.0473,127.71,4,2021-09-13
12,Sarava,Tristeza on Guitar,Baden Powell,1966,216489,25,0.864,0.504,0.561,0.703,0.134,-11.648,0.0383,112.975,4,2021-09-13
13,Theme from the Planets,Life on Mars,Dexter Wansel,1976-07-01,292000,38,0.00691,0.563,0.623,0.436,0.0597,-6.967,0.0419,80.042,4,2021-09-13
14,In the sun again,the CITY,Sunny Day Service,2018-03-14,169991,45,0.593,0.844,0.701,0.179,0.0724,-10.232,0.0453,106.99,4,2021-09-13
15,Effi,Members Don't Get Weary,Max Roach,1968,373706,28,0.0693,0.381,0.774,0.436,0.086,-10.261,0.0465,94.106,3,2021-09-13
16,Otherwise Fallin' Love With (I) - Studio Session: mars Studio 1980/09/06-07,Mars Studio 1980,Les Rallizes Dénudés,2015-12-17,552880,24,0.0346,0.3,0.482,0.541,0.49,-12.959,0.0313,71.398,4,2021-09-13
17,Take Me Back,Golden Hands,Golden Hands,1978,461120,27,0.291,0.763,0.585,0.538,0.0954,-10.351,0.0555,99.447,4,2021-09-13
18,Freedom Flight,Freedom Flight,Shuggie Otis,1971,776240,30,0.526,0.371,0.263,0.358,0.0625,-16.329,0.0373,142.19,4,2021-09-13
19,Dog Was A Doughnut,55,Bacao Rhythm & Steel Band,2016-05-06,201039,18,0.295,0.805,0.988,0.898,0.0326,-2.532,0.046,91.765,4,2021-09-13
20,kometostai.aintreallynootherwaytoputitro,Hud Dreems,Knxwledge,2015-05-05,73897,48,0.399,0.576,0.636,0.0513,0.23,-8.688,0.0755,78.244,4,2021-09-13
21,Play Nice,Love Will Let You Down,Lounge FM,2018-03-30,442000,32,0.768,0.387,0.515,0.4,0.13,-5.971,0.0317,75.842,4,2021-09-13
22,"Memphis, Tennessee",Vanguard Visionaries,Sandy Bull,2007-01-01,588026,34,0.766,0.381,0.314,0.88,0.0896,-13.966,0.0291,146.13,4,2021-09-13
23,I've Got Some Happiness,"A Self-Taught, Decathlon, Hard Rock Musician!",Leland,2016-04-08,222480,33,0.143,0.441,0.746,0.00124,0.151,-10.943,0.0475,151.084,4,2021-09-13
24,I Love Sloane,Hangin' At The Beach,Delroy Edwards,2016-08-05,76004,39,0.802,0.539,0.506,0.967,0.109,-10.189,0.0702,156.732,4,2021-09-13
25,CLOSE YOUR EYES,WE ARE JUST TAKING OFF,Sadistics,2016-03-16,294800,33,0.487,0.74,0.697,0.000891,0.328,-6.547,0.0321,141.77,4,2021-09-13
26,Beige 70 - Domenique Dumont Bilingual Remix,Beige 70 (Domenique Dumont Bilingual Remix),Cola Boyy,2018-12-07,262019,45,0.0828,0.706,0.728,5.75e-05,0.225,-5.886,0.0561,99.976,4,2021-09-13
27,Kerosene!,Heaven To A Tortured Mind,Yves Tumor,2020-04-03,305506,57,0.00183,0.506,0.746,0.0,0.109,-7.385,0.0307,130.996,4,2021-09-13
28,Feel Like Making Love,Ninguém Vai Me Segurar,Ana Mazzotti,1974-09-13,234120,40,0.335,0.562,0.563,0.0613,0.247,-16.474,0.0418,89.363,4,2021-09-13
29,Under the Light,Voyager,Fleece,2017-01-19,285655,40,0.403,0.455,0.579,0.555,0.0925,-8.172,0.0307,140.015,4,2021-09-13
