, name,album,artist,release_date,length,popularity,dancebility,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,playlist_date
0,Textures,Mr. Hands,Herbie Hancock,1980-10-01,398040,41,0.457,0.556,0.195,0.959,0.0726,-21.441,0.0355,84.717,4,2021-04-19
1,Don't Cry,Donuts,J Dilla,2006-02-07,119386,57,0.054,0.23,0.772,0.000138,0.644,-6.349,0.342,173.377,5,2021-04-19
2,Soulseek,Hotep,Blue Iverson,2017-04-11,259019,37,0.0124,0.592,0.752,0.606,0.142,-8.874,0.0299,94.069,4,2021-04-19
3,I Can't Go to Sleep,The W,Wu-Tang Clan,2000-11-20,215226,44,0.429,0.457,0.575,0.0,0.138,-5.875,0.0781,68.952,4,2021-04-19
4,Munchies for Your Love,"Ahh...The Name Is Bootsy, Baby!",Bootsy Collins,1977-01-15,577933,36,0.197,0.597,0.556,0.000478,0.0371,-10.627,0.102,129.808,4,2021-04-19
5,Program,Silver Apples,Silver Apples,1968,245400,39,0.201,0.57,0.751,0.000129,0.167,-9.19,0.0977,128.731,4,2021-04-19
6,One Step Ahead,The Genesis of Aretha: 1960-1966,Aretha Franklin,2021-02-16,153600,36,0.826,0.384,0.206,0.0,0.553,-11.961,0.0319,170.172,4,2021-04-19
7,Devika (Goddess),Visions of a New World,Lonnie Liston Smith,1975-07-27,315613,29,0.136,0.472,0.794,0.0109,0.0764,-10.911,0.0331,146.606,4,2021-04-19
8,Keep Your Faith to the Sky,Keep Your Faith to the Sky,Willie Scott,2019-07-09,309493,33,0.723,0.641,0.845,0.00105,0.104,-3.672,0.0272,94.569,4,2021-04-19
9,ファイアークラッカー,YMO,YELLOW MAGIC ORCHESTRA,1979,292506,33,0.167,0.707,0.964,0.515,0.0612,-2.046,0.0379,119.938,4,2021-04-19
10,Mr. Hood at Piocallee Jewelry / Crackpot,Mr. Hood,KMD,1991,169333,38,0.367,0.854,0.43,0.0,0.61,-16.207,0.358,107.57,4,2021-04-19
11,Take Life Easy,One Understanding,Christy Essien,2018-05-25,255779,38,0.611,0.821,0.677,0.156,0.0956,-10.765,0.145,103.035,4,2021-04-19
12,My Life,"Beach Diggin', Vol. 4",Guts,2016-08-05,371404,37,0.728,0.471,0.591,0.0168,0.164,-13.367,0.0416,100.543,4,2021-04-19
13,Black Ego,Blowout Comb,Digable Planets,1994-01-01,422133,44,0.554,0.542,0.438,0.764,0.122,-16.024,0.164,186.637,4,2021-04-19
14,International Feel - 2015 Remaster,A Wizard / A True Star,Todd Rundgren,1972,170133,37,0.0584,0.19,0.756,0.022,0.166,-9.336,0.0649,83.862,4,2021-04-19
15,She Loved Me,Kahunastyle,Flamingosis,2016-02-16,204255,40,0.24,0.777,0.596,0.612,0.114,-14.698,0.0941,94.029,4,2021-04-19
16,Wildflower,Wildflower,Hank Crawford,1973,234306,38,0.529,0.491,0.609,0.00838,0.426,-8.486,0.0461,90.09,4,2021-04-19
17,Brother (Remastered),Emilio Santiago (Remastered),Emílio Santiago,1975-05-03,169360,40,0.669,0.736,0.606,1.5e-05,0.0675,-8.608,0.0378,130.949,4,2021-04-19
18,Questions,Questions,The Midnight Hour,2018-05-18,207293,47,0.033,0.636,0.554,0.0262,0.155,-8.799,0.043,89.063,4,2021-04-19
19,Bury Me Next to You,In Another Life,Bilal,2015-06-29,223598,30,0.425,0.675,0.423,0.0107,0.0964,-8.725,0.027,138.871,4,2021-04-19
20,Flag Dub,The Best of Dub,King Tubby,1983,220293,43,0.00704,0.796,0.658,0.0927,0.0885,-8.829,0.0457,137.65,4,2021-04-19
21,Touch Me 2,Panty Soakers 4,Budgie,2018-02-14,187223,48,0.0683,0.836,0.528,0.274,0.0665,-10.807,0.183,82.018,4,2021-04-19
22,Don't Let Your Love Fade Away,Eccentric Soul: The Forte Label,Various Artists,2013-09-03,166895,31,0.619,0.373,0.595,0.156,0.181,-7.145,0.0377,94.715,4,2021-04-19
23,Down By The River,Them Changes,Buddy Miles,1970-01-01,380453,47,0.183,0.6,0.37,9.94e-05,0.153,-12.345,0.0376,127.453,4,2021-04-19
24,New Track,African Electronic Music (1975-1982),Francis Bebey,2012-03-01,498358,31,0.531,0.753,0.723,0.044,0.0795,-7.312,0.0606,129.323,4,2021-04-19
25,Tereza My Love,Stone Flower (CTI Records 40th Anniversary Edition),Antônio Carlos Jobim,1970,261573,42,0.82,0.678,0.178,0.943,0.0784,-23.311,0.0497,119.443,4,2021-04-19
26,90% of Me Is You,For Your Love,Gwen McCrae,2012-06-05,167836,37,0.706,0.553,0.567,0.0,0.151,-14.529,0.0774,82.872,4,2021-04-19
27,Electrocuted,Today,Babe Rainbow,2019-09-20,542549,37,0.259,0.695,0.67,0.838,0.144,-10.983,0.0368,105.658,4,2021-04-19
28,"Down Here On The Ground - Live At The Cliche' Lounge, Newark, New Jersey, 1970 / Remastered 2000","Alive! (Live At The Cliche' Lounge, Newark, New Jersey, 1970 / Remastered 2000)",Grant Green,1970,408466,44,0.787,0.602,0.455,0.793,0.0679,-15.298,0.0392,92.037,4,2021-04-19
29,Zealots,The Score (Expanded Edition),Fugees,1996-02-13,260545,58,0.196,0.53,0.45,2.62e-06,0.147,-14.975,0.489,77.887,4,2021-04-19
